% Model:              E_field_model_symetry_allel.mph
% Version:            COMSOL 5.4.0.388
% Date:               Mar 5 2020, 20:47
% Dimension:          1
% Nodes:              50000
% Expressions:        2
% Description:        z-coordinate, Electric field, z component
% cln1x                   z (mm)                   Term4.Ez (V/m)
0.64548                   -1.3545199999999997      -0.21761240886775346
0.64556                   -1.3544399999999999      -0.2176293254927954
0.64564                   -1.3543599999999996      -0.21764624785308195
0.64572                   -1.3542800000000002      -0.2176631759486127
0.6458                    -1.3541999999999998      -0.21768010977938812
0.64588                   -1.3541200000000004      -0.21769704934540787
0.64596                   -1.3540400000000001      -0.21771399464667224
0.64604                   -1.35396                 -0.21773094568318097
0.64612                   -1.3538799999999998      -0.21774790245493425
0.6462                    -1.3538000000000001      -0.21776486496193181
0.64628                   -1.35372                 -0.2177818332041739
0.64636                   -1.3536400000000002      -0.2177988071816605
0.64644                   -1.3535600000000003      -0.21781578689439146
0.64652                   -1.3534799999999998      -0.2178327723423671
0.6466                    -1.3534000000000004      -0.21784976352558685
0.64668                   -1.3533199999999999      -0.2178667604440514
0.64676                   -1.35324                 -0.21788376309776025
0.64684                   -1.35316                 -0.21790077148671358
0.64692                   -1.3530799999999998      -0.21791778561091138
0.647                     -1.3530000000000002      -0.2179348054703535
0.64708                   -1.3529200000000001      -0.2179518310650402
0.64716                   -1.3528399999999998      -0.2179688623949714
0.64724                   -1.3527599999999997      -0.21798589946014704
0.64732                   -1.3526799999999999      -0.21800294226056702
0.6474                    -1.3526000000000002      -0.21801999079623147
0.64748                   -1.3525200000000002      -0.2180370450671405
0.64756                   -1.35244                 -0.2180541050732939
0.64764                   -1.35236                 -0.2180711708146918
0.64772                   -1.35228                 -0.21808824229133417
0.6478                    -1.3521999999999994      -0.21810531950322112
0.64788                   -1.3521200000000004      -0.21812240245035214
0.64796                   -1.35204                 -0.218139491132728
0.64804                   -1.3519599999999998      -0.21815658555034811
0.64812                   -1.3518799999999997      -0.21817368570321277
0.6482                    -1.3518                  -0.21819079159132182
0.64828                   -1.3517200000000003      -0.21820790321467526
0.64836                   -1.3516399999999997      -0.21822502057327342
0.64844                   -1.3515599999999999      -0.21824214366711578
0.64852                   -1.35148                 -0.21825927249620272
0.6486                    -1.3514                  -0.21827640706053408
0.64868                   -1.3513199999999996      -0.21829354736010997
0.64876                   -1.3512399999999998      -0.21831069339493028
0.64884                   -1.3511600000000006      -0.21832784516499487
0.64892                   -1.35108                 -0.21834500267030416
0.649                     -1.3509999999999998      -0.2183621659108579
0.64908                   -1.3509200000000003      -0.21837933488665592
0.64916                   -1.3508400000000003      -0.2183965095976985
0.64924                   -1.3507600000000002      -0.21841369004398548
0.64932                   -1.35068                 -0.218430876225517
0.6494                    -1.3506000000000002      -0.2184480681422929
0.64948                   -1.35052                 -0.21846526579431338
0.64956                   -1.3504399999999999      -0.21848246918157826
0.64964                   -1.3503599999999998      -0.21849967830408756
0.64972                   -1.3502800000000006      -0.21851689316184122
0.6498                    -1.3502000000000005      -0.21853411375483944
0.64988                   -1.35012                 -0.21855134008308225
0.64996                   -1.3500399999999997      -0.2185685721465695
0.65004                   -1.34996                 -0.21858580994530094
0.65012                   -1.34988                 -0.21860305347927708
0.6502                    -1.3497999999999999      -0.21862030274849759
0.65028                   -1.34972                 -0.21863755775296256
0.65036                   -1.3496400000000002      -0.21865481849267193
0.65044                   -1.3495599999999999      -0.21867208496762588
0.65052                   -1.34948                 -0.21868935717782423
0.6506                    -1.3494                  -0.21870663512326702
0.65068                   -1.3493200000000003      -0.21872391880395428
0.65076                   -1.3492400000000002      -0.218741208219886
0.65084                   -1.3491599999999997      -0.21875850337106229
0.65092                   -1.3490799999999998      -0.21877580425748283
0.651                     -1.3490000000000002      -0.21879311087914788
0.65108                   -1.3489200000000001      -0.2188104232360574
0.65116                   -1.3488399999999998      -0.21882774132821148
0.65124                   -1.34876                 -0.21884506515560986
0.65132                   -1.3486799999999997      -0.2188623947182529
0.6514                    -1.3486000000000002      -0.2188797300161402
0.65148                   -1.34852                 -0.21889707104927206
0.65156                   -1.3484399999999999      -0.21891441781764837
0.65164                   -1.3483600000000002      -0.21893177032126904
0.65172                   -1.34828                 -0.21894912856013435
0.6518                    -1.3482                  -0.21896649253424394
0.65188                   -1.34812                 -0.2189838622435981
0.65196                   -1.3480400000000003      -0.21900123768819654
0.65204                   -1.34796                 -0.21901861886803967
0.65212                   -1.3478800000000002      -0.21903600578312715
0.6522                    -1.3478                  -0.2190533984334591
0.65228                   -1.34772                 -0.21907079681903552
0.65236                   -1.3476399999999997      -0.21908820093985643
0.65244                   -1.3475599999999999      -0.21910561079592175
0.65252                   -1.3474799999999998      -0.2191230263872315
0.6526                    -1.3474000000000002      -0.21914044771378574
0.65268                   -1.3473199999999999      -0.21915787477558446
0.65276                   -1.3472399999999998      -0.21917530757262765
0.65284                   -1.3471600000000004      -0.21919274610491507
0.65292                   -1.34708                 -0.21921019037244724
0.653                     -1.347                   -0.2192276403752238
0.65308                   -1.34692                 -0.21924509611324472
0.65316                   -1.34684                 -0.2192625575865102
0.65324                   -1.3467599999999997      -0.2192800247950201
0.65332                   -1.3466800000000003      -0.21929749773877436
0.6534                    -1.3465999999999998      -0.21931497641777323
0.65348                   -1.3465200000000002      -0.21933246083201643
0.65356                   -1.3464399999999999      -0.21934995098150423
0.65364                   -1.3463600000000004      -0.2193674468662363
0.65372                   -1.3462800000000004      -0.21938494848621298
0.6538                    -1.3462                  -0.2194024558414341
0.65388                   -1.3461199999999998      -0.21941996893189974
0.65396                   -1.34604                 -0.21943748775760968
0.65404                   -1.3459600000000003      -0.21945501231856407
0.65412                   -1.3458799999999995      -0.21947254261476315
0.6542                    -1.3457999999999999      -0.21949007864620648
0.65428                   -1.34572                 -0.21950762041289423
0.65436                   -1.34564                 -0.2195251679148266
0.65444                   -1.34556                 -0.21954272115200332
0.65452                   -1.3454800000000002      -0.21956028012442452
0.6546                    -1.3454000000000004      -0.21957784483209017
0.65468                   -1.34532                 -0.2195954152750003
0.65476                   -1.3452400000000002      -0.2196129914531549
0.65484                   -1.34516                 -0.21963057336655395
0.65492                   -1.3450799999999996      -0.21964816101519755
0.655                     -1.345                   -0.2196657543990854
0.65508                   -1.3449200000000006      -0.21968335351821766
0.65516                   -1.3448400000000003      -0.2197009583725946
0.65524                   -1.3447600000000002      -0.21971856896221595
0.65532                   -1.3446799999999999      -0.21973618528708183
0.6554                    -1.3445999999999998      -0.21975380734719208
0.65548                   -1.3445200000000002      -0.2197714351425467
0.65556                   -1.34444                 -0.21978906867314588
0.65564                   -1.3443600000000002      -0.21980670793898946
0.65572                   -1.3442800000000001      -0.21982435294007752
0.6558                    -1.3441999999999998      -0.21984200367641007
0.65588                   -1.34412                 -0.219859660147987
0.65596                   -1.3440400000000003      -0.21987732235480842
0.65604                   -1.34396                 -0.2198949902968744
0.65612                   -1.3438799999999995      -0.2199126639741848
0.6562                    -1.3438                  -0.21993034338673956
0.65628                   -1.3437200000000002      -0.21994802853453874
0.65636                   -1.34364                 -0.21996571941758256
0.65644                   -1.3435600000000003      -0.21998341603587068
0.65652                   -1.3434800000000007      -0.22000111838940323
0.6566                    -1.3433999999999995      -0.2200188264781806
0.65668                   -1.3433199999999998      -0.22003654030220204
0.65676                   -1.3432400000000002      -0.220054259861468
0.65684                   -1.34316                 -0.2200719851559785
0.65692                   -1.3430799999999998      -0.22008971618573347
0.657                     -1.3430000000000002      -0.22010745295073275
0.65708                   -1.3429199999999994      -0.22012519545097675
0.65716                   -1.3428400000000005      -0.22014294368646484
0.65724                   -1.3427600000000002      -0.22016069765719767
0.65732                   -1.3426799999999999      -0.2201784573631749
0.6574                    -1.3425999999999993      -0.22019622280439674
0.65748                   -1.3425200000000002      -0.22021399398086267
0.65756                   -1.3424399999999999      -0.22023177089257331
0.65764                   -1.3423600000000004      -0.2202495535395283
0.65772                   -1.3422800000000001      -0.22026734192172784
0.6578                    -1.3422                  -0.22028513603917182
0.65788                   -1.34212                 -0.22030293589186015
0.65796                   -1.3420400000000001      -0.22032074147979305
0.65804                   -1.3419599999999998      -0.22033855280297046
0.65812                   -1.34188                 -0.22035636986139218
0.6582                    -1.3417999999999999      -0.22037419265505845
0.65828                   -1.3417200000000002      -0.22039202118396906
0.65836                   -1.3416400000000004      -0.22040985544812425
0.65844                   -1.34156                 -0.2204276954475239
0.65852                   -1.34148                 -0.22044554118216797
0.6586                    -1.3414000000000001      -0.2204633926520565
0.65868                   -1.3413199999999996      -0.22048124985718964
0.65876                   -1.34124                 -0.22049911279756687
0.65884                   -1.3411600000000001      -0.22051698147318882
0.65892                   -1.34108                 -0.22053485588405516
0.659                     -1.3409999999999997      -0.2205527360301661
0.65908                   -1.3409200000000001      -0.22057062191152127
0.65916                   -1.3408400000000003      -0.22058851352812092
0.65924                   -1.34076                 -0.22060641087996524
0.65932                   -1.3406799999999994      -0.22062431396705395
0.6594                    -1.3406                  -0.22064222278938694
0.65948                   -1.3405200000000004      -0.2206601373469644
0.65956                   -1.3404400000000003      -0.22067805763978646
0.65964                   -1.3403600000000004      -0.22069598366785287
0.65972                   -1.3402800000000001      -0.22071391543116387
0.6598                    -1.3401999999999998      -0.22073185292971934
0.65988                   -1.3401199999999998      -0.22074979616351922
0.65996                   -1.3400400000000003      -0.22076774513256342
0.66004                   -1.3399599999999998      -0.22078569983685223
0.66012                   -1.3398799999999995      -0.22080366027638554
0.6602                    -1.3397999999999997      -0.22082162645116316
0.66028                   -1.33972                 -0.22083959836118525
0.66036                   -1.3396400000000004      -0.22085757600645173
0.66044                   -1.3395600000000005      -0.2208755593869628
0.66052                   -1.33948                 -0.22089354850271836
0.6606                    -1.3393999999999997      -0.2209115433537184
0.66068                   -1.3393200000000003      -0.22092954393996272
0.66076                   -1.3392400000000002      -0.22094755026145158
0.66084                   -1.3391600000000006      -0.22096556231818484
0.66092                   -1.3390799999999998      -0.22098358011016273
0.661                     -1.339                   -0.22100160363738502
0.66108                   -1.3389199999999999      -0.2210196328998517
0.66116                   -1.33884                 -0.22103766789756282
0.66124                   -1.3387599999999997      -0.22105570863051852
0.66132                   -1.33868                 -0.22107375509871852
0.6614                    -1.3386                  -0.22109180730216305
0.66148                   -1.33852                 -0.2211098652408521
0.66156                   -1.3384400000000003      -0.22112792891478544
0.66164                   -1.3383600000000004      -0.22114599832396334
0.66172                   -1.3382800000000004      -0.2211640734683857
0.6618                    -1.3382000000000003      -0.22118215434805252
0.66188                   -1.3381200000000002      -0.2212002409629638
0.66196                   -1.33804                 -0.2212183333131196
0.66204                   -1.3379600000000005      -0.22123643139851967
0.66212                   -1.3378799999999997      -0.22125453521916447
0.6622                    -1.3378000000000003      -0.22127264477505346
0.66228                   -1.3377200000000005      -0.22129076006618706
0.66236                   -1.3376400000000002      -0.22130888109256508
0.66244                   -1.3375599999999992      -0.22132700785418782
0.66252                   -1.3374800000000002      -0.2213451403510545
0.6626                    -1.3374000000000004      -0.22136327858316587
0.66268                   -1.3373200000000003      -0.2213814225505217
0.66276                   -1.3372400000000004      -0.22139957225312196
0.66284                   -1.3371600000000001      -0.22141772769096682
0.66292                   -1.3370800000000003      -0.221435888864056
0.663                     -1.3370000000000002      -0.22145405577238975
0.66308                   -1.3369199999999997      -0.22147222841596795
0.66316                   -1.3368400000000003      -0.22149040679479043
0.66324                   -1.3367599999999997      -0.22150859090885755
0.66332                   -1.3366799999999999      -0.2215267807581691
0.6634                    -1.3366000000000002      -0.22154497634272494
0.66348                   -1.33652                 -0.22156317766252542
0.66356                   -1.3364399999999999      -0.22158138471757033
0.66364                   -1.3363599999999998      -0.22159959750785965
0.66372                   -1.33628                 -0.2216178160333934
0.6638                    -1.3362                  -0.22163604029417164
0.66388                   -1.3361200000000004      -0.22165427029019427
0.66396                   -1.3360400000000001      -0.2216725060214615
0.66404                   -1.3359600000000003      -0.22169074748797313
0.66412                   -1.3358799999999997      -0.22170899468972932
0.6642                    -1.3357999999999999      -0.22172724762672982
0.66428                   -1.3357199999999994      -0.22174550629897488
0.66436                   -1.3356400000000002      -0.2217637707064642
0.66444                   -1.3355599999999999      -0.22178204084919814
0.66452                   -1.3354800000000004      -0.22180031672717637
0.6646                    -1.3354000000000004      -0.22181859834039924
0.66468                   -1.3353199999999998      -0.22183688568886661
0.66476                   -1.3352399999999995      -0.2218551787725784
0.66484                   -1.3351600000000001      -0.22187347759153447
0.66492                   -1.3350799999999998      -0.22189178214573524
0.665                     -1.335                   -0.22191009243518026
0.66508                   -1.33492                 -0.22192840845986986
0.66516                   -1.3348399999999998      -0.22194673021980388
0.66524                   -1.3347599999999997      -0.2219650577149824
0.66532                   -1.3346800000000005      -0.22198339094540512
0.6654                    -1.3346                  -0.22200172991107267
0.66548                   -1.3345200000000006      -0.22202007461198445
0.66556                   -1.3344399999999996      -0.2220384250481409
0.66564                   -1.3343599999999995      -0.22205678121954173
0.66572                   -1.3342800000000004      -0.2220751431261867
0.6658                    -1.3342000000000005      -0.22209351076807637
0.66588                   -1.33412                 -0.22211188414521066
0.66596                   -1.3340400000000003      -0.22213026325758917
0.66604                   -1.33396                 -0.2221486481052123
0.66612                   -1.3338800000000002      -0.22216703868807977
0.6662                    -1.3338000000000003      -0.22218543500619173
0.66628                   -1.33372                 -0.22220383705954816
0.66636                   -1.3336399999999997      -0.22222224484814915
0.66644                   -1.33356                 -0.22224065837199436
0.66652                   -1.33348                 -0.22225907763108424
0.6666                    -1.3334000000000001      -0.22227750262541843
0.66668                   -1.3333199999999996      -0.22229593335499728
0.66676                   -1.33324                 -0.22231436981982033
0.66684                   -1.3331600000000001      -0.22233281201988794
0.66692                   -1.3330800000000003      -0.22235125995519997
0.667                     -1.3330000000000002      -0.22236971362575653
0.66708                   -1.33292                 -0.2223881730315576
0.66716                   -1.33284                 -0.22240663817260303
0.66724                   -1.3327600000000006      -0.22232386969650886
0.66732                   -1.3326799999999996      -0.22234224027939262
0.6674                    -1.332599999999999       -0.22236061676530966
0.66748                   -1.3325200000000001      -0.22237899915425935
0.66756                   -1.332440000000001       -0.22239738744624246
0.66764                   -1.3323600000000004      -0.22241578164125902
0.66772                   -1.3322799999999995      -0.2224341817393089
0.6678                    -1.3321999999999998      -0.22245258774039164
0.66788                   -1.3321199999999995      -0.22247099964450773
0.66796                   -1.3320399999999992      -0.2224894174516571
0.66804                   -1.3319600000000007      -0.22250784116183916
0.66812                   -1.3318800000000006      -0.22252627077505488
0.6682                    -1.3317999999999992      -0.22254470629130402
0.66828                   -1.33172                 -0.22256314771058594
0.66836                   -1.3316400000000004      -0.22258159503290106
0.66844                   -1.3315599999999999      -0.2226000482582497
0.66852                   -1.3314799999999996      -0.22261850738663144
0.6686                    -1.3314000000000001      -0.22263697241804617
0.66868                   -1.3313199999999998      -0.22265544335249438
0.66876                   -1.331239999999999       -0.22267392018997578
0.66884                   -1.3311600000000003      -0.22269240293049
0.66892                   -1.33108                 -0.22271089157403776
0.669                     -1.3310000000000006      -0.22272938612061854
0.66908                   -1.3309199999999997      -0.2227478865702328
0.66916                   -1.3308399999999996      -0.22276639292288014
0.66924                   -1.3307600000000002      -0.22278490517856053
0.66932                   -1.3306799999999994      -0.22280342333727438
0.6694                    -1.3306                  -0.22282194739902125
0.66948                   -1.3305200000000001      -0.22284047736380125
0.66956                   -1.3304400000000005      -0.22277146957891866
0.66964                   -1.33036                 -0.22279010141543884
0.66972                   -1.3302800000000004      -0.22280873940003865
0.6698                    -1.3302000000000007      -0.22282738353271841
0.66988                   -1.3301200000000009      -0.22284603381347826
0.66996                   -1.3300399999999994      -0.2228646902423183
0.67004                   -1.3299600000000007      -0.22288335281923766
0.67012                   -1.3298800000000008      -0.22290202154423724
0.6702                    -1.3298                  -0.2229206964173169
0.67028                   -1.3297199999999996      -0.2229393774384765
0.67036                   -1.3296399999999997      -0.22295806460771592
0.67044                   -1.32956                 -0.2229767579250351
0.67052                   -1.3294799999999998      -0.22299545739043444
0.6706                    -1.3293999999999997      -0.22301416300391366
0.67068                   -1.3293199999999996      -0.22303287476547284
0.67076                   -1.32924                 -0.2230515926751118
0.67084                   -1.3291600000000001      -0.22307031673283076
0.67092                   -1.3290800000000003      -0.22308904693862963
0.671                     -1.3290000000000002      -0.22310778329250852
0.67108                   -1.32892                 -0.22312652579446735
0.67116                   -1.3288399999999998      -0.2231452744445062
0.67124                   -1.3287599999999997      -0.22316402924262477
0.67132                   -1.3286800000000005      -0.2231827901888232
0.6714                    -1.3286000000000007      -0.22320155728310168
0.67148                   -1.3285200000000001      -0.22322033052546028
0.67156                   -1.3284400000000003      -0.2232391099158986
0.67164                   -1.3283600000000002      -0.223257895454417
0.67172                   -1.3282799999999995      -0.22327668714101534
0.6718                    -1.3282                  -0.2232954849756934
0.67188                   -1.328119999999999       -0.2233142889584518
0.67196                   -1.3280400000000003      -0.22333309908928947
0.67204                   -1.3279599999999991      -0.22335191536820778
0.67212                   -1.3278800000000006      -0.22337073779520536
0.6722                    -1.3277999999999996      -0.22338956637028343
0.67228                   -1.3277199999999998      -0.22340840109344118
0.67236                   -1.3276400000000004      -0.22342724196467878
0.67244                   -1.3275599999999999      -0.22344608898399648
0.67252                   -1.3274800000000007      -0.22346494215139387
0.6726                    -1.3273999999999997      -0.22348380146687166
0.67268                   -1.3273199999999996      -0.22350266693042906
0.67276                   -1.32724                 -0.22352153854206638
0.67284                   -1.327159999999999       -0.22354041630178392
0.67292                   -1.3270800000000003      -0.2235593002095809
0.673                     -1.3270000000000004      -0.22357819026545794
0.67308                   -1.3269199999999999      -0.22359708646941528
0.67316                   -1.3268400000000002      -0.2236159888214522
0.67324                   -1.3267600000000004      -0.2236348973215691
0.67332                   -1.32668                 -0.22365381196976614
0.6734                    -1.3266                  -0.22367273276604288
0.67348                   -1.3265199999999997      -0.22369165971039978
0.67356                   -1.3264399999999994      -0.2237105928028365
0.67364                   -1.32636                 -0.223729532043353
0.67372                   -1.3262800000000006      -0.22374847743194942
0.6738                    -1.3262                  -0.22376742896862611
0.67388                   -1.32612                 -0.22378638665338257
0.67396                   -1.3260399999999997      -0.22380535048621897
0.67404                   -1.3259599999999998      -0.22382432046713524
0.67412                   -1.32588                 -0.22384329659613142
0.6742                    -1.3257999999999999      -0.22386227887320756
0.67428                   -1.3257200000000005      -0.22388126729836352
0.67436                   -1.3256400000000006      -0.22390026187159956
0.67444                   -1.32556                 -0.22391926259291556
0.67452                   -1.3254800000000007      -0.22393826946231132
0.6746                    -1.3254000000000004      -0.22395728247978725
0.67468                   -1.3253200000000003      -0.223976301645343
0.67476                   -1.3252400000000006      -0.22399532695897864
0.67484                   -1.3251600000000001      -0.22401435842069436
0.67492                   -1.3250800000000005      -0.22403339603048986
0.675                     -1.3250000000000002      -0.22405243978836534
0.67508                   -1.3249199999999994      -0.22407148969432103
0.67516                   -1.3248399999999998      -0.22409054574835618
0.67524                   -1.32476                 -0.22410960795047147
0.67532                   -1.3246800000000005      -0.22412867630066655
0.6754                    -1.3246                  -0.22414775079894178
0.67548                   -1.3245200000000004      -0.22416683144529678
0.67556                   -1.3244399999999992      -0.2241859182397321
0.67564                   -1.3243599999999993      -0.224205011182247
0.67572                   -1.3242800000000003      -0.22422411027284161
0.6758                    -1.3241999999999998      -0.22424321551151663
0.67588                   -1.3241199999999995      -0.22426232689827139
0.67596                   -1.3240400000000003      -0.22428144443310588
0.67604                   -1.3239600000000002      -0.2243005681160205
0.67612                   -1.3238800000000006      -0.22431969794701492
0.6762                    -1.3237999999999999      -0.2243388339260896
0.67628                   -1.3237200000000002      -0.22435797605324392
0.67636                   -1.3236400000000008      -0.22437712432847812
0.67644                   -1.3235600000000003      -0.22439627875179247
0.67652                   -1.3234799999999998      -0.22441543932318683
0.6766                    -1.3234                  -0.2244346060426609
0.67668                   -1.3233199999999998      -0.22445377891021495
0.67676                   -1.3232400000000002      -0.22447295792584893
0.67684                   -1.3231600000000001      -0.22449214308956286
0.67692                   -1.3230799999999996      -0.22451133440135676
0.677                     -1.3229999999999995      -0.2245305318612307
0.67708                   -1.3229199999999994      -0.22454973546918444
0.67716                   -1.3228399999999993      -0.2245689452252181
0.67724                   -1.3227600000000006      -0.22458816112933144
0.67732                   -1.3226799999999996      -0.22460738318152515
0.6774                    -1.3225999999999998      -0.2246266113817986
0.67748                   -1.3225199999999997      -0.22464584573015198
0.67756                   -1.32244                 -0.22466508622658524
0.67764                   -1.3223599999999995      -0.22468433287109857
0.67772                   -1.3222800000000001      -0.22470358566369159
0.6778                    -1.3222000000000007      -0.22472284460436462
0.67788                   -1.3221199999999997      -0.22474210969311792
0.67796                   -1.3220399999999992      -0.22476138092995104
0.67804                   -1.321959999999999       -0.22478065831486402
0.67812                   -1.3218800000000002      -0.22479994184785657
0.6782                    -1.3218                  -0.22481923152892933
0.67828                   -1.3217199999999998      -0.22483852735808219
0.67836                   -1.3216399999999995      -0.22485782933531487
0.67844                   -1.3215599999999994      -0.22487713746062743
0.67852                   -1.3214799999999995      -0.22489645173401998
0.6786                    -1.3213999999999997      -0.22491577215549233
0.67868                   -1.3213200000000005      -0.22493509872504452
0.67876                   -1.3212399999999997      -0.22495443144267704
0.67884                   -1.3211600000000008      -0.224973770308389
0.67892                   -1.3210799999999998      -0.22499311532218141
0.679                     -1.3210000000000004      -0.2250124664840534
0.67908                   -1.3209199999999999      -0.22503182379400552
0.67916                   -1.3208399999999998      -0.22505118725203754
0.67924                   -1.3207600000000004      -0.2250705568581493
0.67932                   -1.32068                 -0.2250899326123412
0.6794                    -1.3206                  -0.22510931451461305
0.67948                   -1.3205200000000006      -0.22512870256496462
0.67956                   -1.3204400000000005      -0.22514809676339628
0.67964                   -1.3203600000000006      -0.22516749710990772
0.67972                   -1.3202799999999997      -0.2251869036044995
0.6798                    -1.320200000000001       -0.22520631624717063
0.67988                   -1.3201200000000004      -0.2252257350379221
0.67996                   -1.3200399999999997      -0.22524515997675362
0.68004                   -1.3199600000000002      -0.2252645910636647
0.68012                   -1.3198800000000002      -0.2252840282986559
0.6802                    -1.3197999999999996      -0.22530347168172712
0.68028                   -1.3197199999999998      -0.22532292121287814
0.68036                   -1.3196400000000004      -0.22534237689210887
0.68044                   -1.3195599999999996      -0.22536183871942003
0.68052                   -1.3194800000000004      -0.2253813066948106
0.6806                    -1.3194000000000001      -0.22540078081828144
0.68068                   -1.3193199999999998      -0.22542026108983224
0.68076                   -1.31924                 -0.22543974750946283
0.68084                   -1.3191599999999999      -0.22545924007717333
0.68092                   -1.3190800000000007      -0.22547873879296368
0.681                     -1.3190000000000002      -0.22549824365683424
0.68108                   -1.3189199999999992      -0.22551775466878474
0.68116                   -1.3188400000000005      -0.22553727182881478
0.68124                   -1.31876                 -0.22555679513692511
0.68132                   -1.3186799999999996      -0.22557632459311536
0.6814                    -1.3185999999999996      -0.2255958601973854
0.68148                   -1.31852                 -0.22561540194973542
0.68156                   -1.31844                 -0.22563494985016525
0.68164                   -1.3183600000000006      -0.22565450389867503
0.68172                   -1.31828                 -0.2256740640952651
0.6818                    -1.3182000000000003      -0.22569363043993465
0.68188                   -1.3181200000000002      -0.22571320293268438
0.68196                   -1.3180399999999997      -0.22573278157351415
0.68204                   -1.3179599999999998      -0.22575236636242363
0.68212                   -1.3178800000000002      -0.225771957299413
0.6822                    -1.3177999999999999      -0.2257915543844825
0.68228                   -1.3177200000000002      -0.22581115761763168
0.68236                   -1.3176400000000001      -0.22583076699886104
0.68244                   -1.3175600000000005      -0.22585038252817016
0.68252                   -1.3174800000000007      -0.22587000420555925
0.6826                    -1.3174000000000003      -0.2258896320310284
0.68268                   -1.3173199999999996      -0.22590926600457759
0.68276                   -1.3172399999999997      -0.22592890612620653
0.68284                   -1.3171599999999999      -0.22594855239591527
0.68292                   -1.31708                 -0.2259682048137041
0.683                     -1.3170000000000008      -0.22598786337957258
0.68308                   -1.3169199999999994      -0.22600752809352162
0.68316                   -1.3168400000000002      -0.22602719895555
0.68324                   -1.3167600000000006      -0.22604687596565845
0.68332                   -1.3166799999999999      -0.2260665591238471
0.6834                    -1.3166000000000002      -0.22608624843011543
0.68348                   -1.3165199999999997      -0.2261059438844639
0.68356                   -1.3164399999999994      -0.22612564548689218
0.68364                   -1.3163599999999998      -0.22614535323740034
0.68372                   -1.3162800000000006      -0.2261650671359882
0.6838                    -1.3161999999999998      -0.2262524389243485
0.68388                   -1.3161199999999997      -0.22627203143510521
0.68396                   -1.3160399999999999      -0.22629162984889512
0.68404                   -1.3159600000000002      -0.22631123416571816
0.68412                   -1.3158800000000002      -0.22633084438557452
0.6842                    -1.3157999999999999      -0.22635046050846414
0.68428                   -1.31572                 -0.2263700825343868
0.68436                   -1.3156400000000006      -0.2263897104633426
0.68444                   -1.31556                 -0.22640934429533185
0.68452                   -1.31548                 -0.22642898403035425
0.6846                    -1.3154                  -0.22644862966840984
0.68468                   -1.3153200000000003      -0.2264682812094985
0.68476                   -1.31524                 -0.22648793865362055
0.68484                   -1.31516                 -0.22650760200077566
0.68492                   -1.31508                 -0.22652727125096409
0.685                     -1.315                   -0.22654694640418563
0.68508                   -1.31492                 -0.2265666274604404
0.68516                   -1.31484                 -0.2265863144197284
0.68524                   -1.3147600000000002      -0.22660600728204955
0.68532                   -1.3146799999999998      -0.22662570604740398
0.6854                    -1.3146000000000004      -0.22664541071579147
0.68548                   -1.3145199999999997      -0.22666512128721242
0.68556                   -1.31444                 -0.22668483776166629
0.68564                   -1.3143599999999998      -0.22670456013915363
0.68572                   -1.3142800000000003      -0.22672428841967382
0.6858                    -1.3142000000000003      -0.22674402260322754
0.68588                   -1.3141199999999997      -0.22676376268981438
0.68596                   -1.3140400000000003      -0.2267835086794343
0.68604                   -1.31396                 -0.22680326057208755
0.68612                   -1.31388                 -0.22682301836777402
0.6862                    -1.3138                  -0.22684278206649355
0.68628                   -1.3137200000000002      -0.2268625516682464
0.68636                   -1.3136400000000001      -0.22688232717303242
0.68644                   -1.3135600000000003      -0.22690210858085164
0.68652                   -1.3134800000000002      -0.2269218958917041
0.6866                    -1.3134000000000003      -0.22694168910558968
0.68668                   -1.3133199999999996      -0.2269614882225087
0.68676                   -1.3132400000000004      -0.22698129324246055
0.68684                   -1.31316                 -0.22700110416544592
0.68692                   -1.3130800000000005      -0.22702092099146426
0.687                     -1.3129999999999997      -0.22704074372051608
0.68708                   -1.3129200000000003      -0.2270605723526008
0.68716                   -1.3128399999999998      -0.227080406887719
0.68724                   -1.3127600000000006      -0.22710024732587009
0.68732                   -1.31268                 -0.2271200936670546
0.6874                    -1.3126                  -0.2271399459112724
0.68748                   -1.3125200000000001      -0.22715980405852318
0.68756                   -1.3124400000000005      -0.22717966810880724
0.68764                   -1.3123599999999997      -0.22719953806212465
0.68772                   -1.3122800000000001      -0.22721941391847505
0.6878                    -1.3122000000000003      -0.22723929567785867
0.68788                   -1.3121200000000004      -0.22725918334027556
0.68796                   -1.3120400000000005      -0.22727907690572569
0.68804                   -1.31196                 -0.22729897637420904
0.68812                   -1.3118800000000004      -0.2273188817457255
0.6882                    -1.3118                  -0.2273387930202752
0.68828                   -1.3117199999999998      -0.2273587101978583
0.68836                   -1.3116400000000001      -0.22737863327847418
0.68844                   -1.31156                 -0.2273985622621236
0.68852                   -1.3114800000000006      -0.22741849714880594
0.6886                    -1.3113999999999995      -0.227438437938522
0.68868                   -1.31132                 -0.2274583846312708
0.68876                   -1.3112400000000002      -0.22747833722705288
0.68884                   -1.3111600000000005      -0.22749829572586816
0.68892                   -1.3110800000000005      -0.22751826012771667
0.689                     -1.3110000000000006      -0.22753823043259844
0.68908                   -1.3109199999999996      -0.22755820664051357
0.68916                   -1.31084                 -0.22757818875146163
0.68924                   -1.3107599999999993      -0.2275981767654431
0.68932                   -1.3106799999999998      -0.22761817068245757
0.6894                    -1.3105999999999998      -0.2276381705025053
