22228	21555	24993	25190	17467	
22393	22020	25664	26097	18023	
22936	21893	25545	25684	17979	
22492	22171	25822	25932	17763	
22563	21764	25277	26053	17751	
22694	21657	25381	25723	18002	
22250	22035	25390	25845	17858	
22246	21911	25638	25620	18136	
22378	21678	25513	25786	17994	
22451	21859	25494	25682	18020	
22660	21725	25564	25855	18033	
22524	21862	25248	26027	17776	
22538	21651	25666	25973	17915	
22531	21622	25503	25906	18130	
22657	21906	25919	25983	17931	
22495	21938	25594	25980	17909	
22639	21929	25516	26218	17951	
22934	22178	25563	25957	18034	
22643	21889	25510	25808	17814	
22364	21735	25286	25765	17864	
22588	21856	25450	25563	17715	
22172	21977	25499	25668	17900	
22423	21883	25534	25901	17987	
22648	22010	25721	26028	17789	
22509	21650	25529	25850	17873	
22482	21687	25556	25790	17699	
22593	21936	25167	25815	17780	
22728	21713	25700	25627	17855	
22612	22114	25410	25577	17944	
22643	21609	25712	25991	17849	
22644	21786	25385	25810	17909	
22280	21769	25430	26072	17956	
22557	21881	25597	25771	18138	
22895	22011	25696	26314	17967	
22500	21692	25823	25864	18003	
22439	21913	25412	26217	18094	
22585	21859	25523	25948	17992	
22660	21830	25485	26084	17914	
22385	21890	25200	25804	17911	
22628	21805	25430	25784	17980	
22763	21916	25553	25902	18081	
22688	21933	25623	25927	17852	
22714	22110	25576	25892	17975	
22396	21945	25612	25907	18243	
22763	21664	25699	25792	17870	
22767	22084	25452	25707	18128	
22424	21823	25432	25927	17766	
22703	21981	25564	25985	18036	
22771	22032	25297	25581	17994	
22435	21835	25580	25897	17836	
22796	21989	25783	26122	17868	
22741	22068	25598	26090	18064	
22855	22009	25728	26028	17968	
22513	21879	25779	26182	17652	
22552	21786	25661	25892	17872	
22510	21744	25721	26187	17975	
22318	21638	25783	26365	18113	
22607	21909	25672	25833	18147	
22533	22226	25716	26118	17863	
22595	21833	25780	26052	18098	
22706	21850	25378	26122	17742	
22525	21721	25444	25917	17895	
22822	21833	25439	25913	17888	
22570	21756	25681	25937	17993	
22740	21760	25656	25860	17758	
22765	21713	25531	25929	17948	
22818	21827	25449	25912	18041	
22804	22025	25615	26037	18022	
22686	21647	25828	26121	17772	
22762	21718	25071	25955	17738	
22536	21961	25690	25631	17915	
22325	21708	25482	25844	17878	
22518	21974	25608	25970	17823	
22682	21843	25522	26060	17814	
22389	21796	25501	25851	18135	
22344	21962	25259	25955	18276	
22642	21714	25683	25959	18019	
22735	21953	25746	26075	17822	
22849	21885	25459	25930	18016	
22716	21908	25651	25856	17646	
22534	21574	25512	25928	18051	
22724	21742	25484	25660	18012	
22411	21752	25400	25656	17778	
22681	22047	25410	26003	18105	
22507	21819	25639	25818	17881	
22652	21892	25921	26183	18231	
22969	21892	25476	25863	18047	
22718	21877	25459	26056	18014	
22681	21894	25363	25845	17897	
22559	21829	25440	25962	17997	
22490	21933	25707	26018	17741	
22772	22096	25393	25953	17891	
22797	22103	25249	25883	17923	
22698	21768	25373	25901	17899	
22554	21805	25808	26016	17682	
22641	22030	25397	26153	18007	
22820	21885	25359	26265	17788	
22580	22092	25331	25802	17956	
22386	22001	25295	25975	17852	
22676	21628	25667	26136	17889	
22705	22046	25582	25931	17829	
22525	21941	25424	26209	17855	
22737	21911	25570	26066	17978	
22722	21916	25335	25749	18115	
22738	21882	25322	26018	17513	
22540	21916	25394	25681	17798	
22772	21731	25433	25973	17905	
22748	22172	25655	25901	17797	
22578	21997	25440	25689	18182	
22673	21754	25744	26005	18173	
22711	21877	25451	26059	18063	
22604	21805	25220	26075	18039	
22629	21888	25530	25771	18081	
22744	22141	25698	26193	17830	
22595	21859	25607	25904	17875	
22804	22124	25444	25970	17868	
22600	21669	25439	25965	17838	
22543	22038	25579	25694	17910	
22523	21877	25453	26157	17856	
22674	21960	25484	25994	17848	
22647	21982	25658	25829	17885	
22482	22053	25768	26135	17802	
22849	21933	25565	26130	18266	
22501	21898	25511	25811	17599	
22353	21863	25409	25498	17788	
22568	21789	25490	25587	17693	
22631	21841	25798	25815	18040	
22779	21857	25708	25877	18052	
22761	21952	25367	26060	18144	
22553	22011	25726	25860	17862	
1092	1093	1242	1284	897	
0	0	0	0	0	
