#PicoHarp 300  Histogram Data			09.05.2020 14:59:13
#channels per curve
65536
#display curve no.
0	1	2	3	4	5	
#memory block no.
0	1	2	3	4	5	
#ns/channel
0,2560	0,2560	0,2560	0,2560	0,2560	0,2560	
#counts
2544	2618	2749	2816	2734	8693	
2601	2600	2811	2718	2756	8980	
2476	2661	2826	2711	2755	9080	
2573	2687	2760	2739	2752	9125	
2678	2655	2767	2787	2814	8943	
2596	2726	2795	2798	2803	8963	
2501	2738	2844	2706	2776	8966	
2480	2681	2887	2779	2968	9102	
2473	2703	2876	2717	2840	8970	
2521	2671	2770	2754	2659	8868	
2614	2647	2726	2714	2696	8949	
2546	2712	2700	2793	2655	8900	
2530	2711	2775	2765	2741	8833	
2572	2619	2745	2757	2707	8864	
2444	2660	2680	2700	2723	8913	
2498	2678	2708	2738	2569	8700	
2512	2635	2792	2603	2696	8784	
2563	2689	2765	2801	2663	8807	
2548	2568	2815	2693	2666	8751	
2478	2626	2717	2620	2712	8650	
2492	2629	2782	2633	2624	8668	
2435	2682	2709	2596	2605	8829	
2514	2640	2705	2709	2740	8753	
2492	2657	2652	2745	2690	8772	
2551	2558	2803	2720	2699	8682	
2466	2635	2697	2638	2592	8761	
2447	2548	2727	2670	2569	8515	
2488	2611	2687	2648	2726	8731	
2517	2636	2716	2701	2671	8699	
2488	2652	2648	2648	2686	8664	
2497	2595	2661	2519	2675	8834	
2417	2588	2738	2720	2649	8568	
2511	2640	2712	2637	2624	8790	
2513	2652	2701	2671	2615	8599	
2481	2625	2656	2715	2608	8753	
2467	2601	2635	2729	2710	8561	
2423	2700	2684	2633	2600	8739	
2473	2622	2703	2625	2688	8530	
2409	2563	2684	2699	2632	8536	
2427	2645	2737	2665	2613	8634	
2549	2624	2667	2678	2673	8735	
2547	2651	2702	2782	2684	8766	
2540	2634	2736	2648	2745	8585	
2473	2605	2740	2735	2555	8552	
2417	2563	2742	2721	2684	8705	
2504	2668	2744	2627	2665	8636	
2555	2638	2735	2677	2636	8653	
2478	2585	2687	2653	2630	8770	
2487	2563	2744	2726	2665	8752	
2540	2642	2647	2689	2715	8843	
2520	2696	2688	2722	2723	8650	
2414	2561	2768	2724	2666	8687	
2563	2652	2794	2671	2643	8684	
2470	2642	2649	2844	2589	8739	
2544	2622	2666	2788	2639	8648	
2452	2606	2758	2687	2602	8729	
2516	2704	2729	2691	2635	8872	
2471	2667	2688	2817	2660	8808	
2573	2651	2641	2807	2659	8843	
2518	2683	2763	2643	2779	8735	
2583	2569	2756	2748	2648	8724	
2502	2717	2683	2546	2743	8738	
2374	2521	2712	2737	2710	8885	
2494	2711	2719	2718	2661	8986	
2538	2606	2727	2637	2755	8944	
2509	2683	2730	2631	2674	8605	
2522	2721	2729	2753	2699	8938	
2558	2671	2710	2751	2683	8767	
2389	2710	2780	2727	2682	8785	
2514	2681	2644	2702	2652	8621	
2451	2678	2679	2636	2717	8674	
2434	2588	2615	2807	2647	8614	
2517	2532	2629	2661	2621	8683	
2444	2775	2671	2597	2631	8869	
2520	2558	2777	2706	2612	8835	
2385	2646	2694	2734	2672	8608	
2428	2617	2735	2736	2739	8934	
2499	2697	2690	2727	2783	8706	
2517	2695	2647	2720	2679	8614	
2436	2735	2668	2722	2759	8821	
2454	2616	2736	2737	2730	8911	
2335	2592	2639	2655	2721	8823	
2369	2617	2738	2697	2686	8744	
2500	2735	2755	2807	2574	8645	
2438	2701	2648	2713	2670	8788	
2433	2650	2772	2698	2801	8641	
2480	2667	2761	2673	2773	8746	
2442	2629	2784	2652	2690	8634	
2483	2655	2631	2693	2674	8746	
2483	2656	2667	2741	2662	8731	
2452	2723	2807	2683	2686	8675	
2504	2583	2780	2697	2623	8741	
2392	2555	2626	2758	2681	8895	
2413	2633	2672	2663	2688	8618	
2436	2557	2712	2697	2644	8682	
2434	2621	2737	2721	2754	8772	
2432	2643	2738	2631	2689	8874	
2472	2560	2758	2690	2721	8965	
2439	2792	2728	2698	2695	8591	
2484	2697	2767	2753	2826	8711	
2534	2771	2679	2754	2686	8868	
2533	2726	2691	2779	2775	8840	
2494	2709	2710	2751	2768	8880	
2409	2693	2647	2732	2721	8846	
2511	2724	2744	2801	2669	9002	
2589	2709	2661	2713	2677	8961	
2412	2627	2618	2717	2751	9005	
2440	2639	2729	2726	2789	8805	
2621	2674	2828	2692	2809	9094	
2498	2672	2723	2778	2731	8945	
2583	2708	2794	2759	2833	9029	
2530	2656	2678	2736	2730	8907	
2466	2594	2820	2804	2714	8931	
2472	2750	2784	2725	2629	8867	
2584	2820	2683	2909	2697	8990	
2601	2724	2818	2816	2836	9048	
2465	2762	2713	2820	2742	8946	
2511	2723	2775	2825	2644	9126	
2532	2838	2887	2675	2686	8822	
2553	2685	2831	2776	2861	8729	
2518	2694	2846	2741	2823	9016	
2581	2835	2841	2806	2741	9028	
2631	2753	2852	2837	2841	9038	
2583	2759	2694	2755	2785	8867	
2544	2692	2751	2755	2778	8934	
2574	2793	2820	2817	2783	8966	
2589	2697	2793	2692	2741	9022	
2634	2710	2775	2810	2848	9300	
2618	2881	2856	2768	2754	9251	
2509	2639	2853	2698	2702	9091	
119	136	150	148	139	401	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
