10203	9695	10048	10373	10317	10331	45679	46405	
10307	9865	10073	10373	10342	10343	46452	46941	
10394	9670	9999	10623	10438	10471	46171	46836	
10461	10039	10068	10348	10441	10456	46203	46886	
10461	9973	10256	10671	10544	10458	46225	47105	
10161	9944	10160	10338	10364	10412	46500	47637	
10377	9993	10079	10460	10414	10546	46207	47193	
10289	9815	10325	10489	10341	10315	46319	46490	
10429	9832	10201	10257	10135	10349	46050	46614	
10356	10000	10197	10364	10342	10496	46107	46930	
10406	10043	10258	10442	10410	10519	46538	46759	
10222	9749	10266	10298	10415	10555	46101	46758	
10444	9846	10415	10411	10276	10515	45879	46992	
10315	9880	10051	10345	10280	10304	45810	46236	
10282	9940	10197	10520	10289	10381	46421	47025	
10724	9771	10244	10609	10417	10377	46773	47057	
10270	9838	10178	10468	10398	10458	46420	47299	
10379	9800	10274	10323	10260	10382	46105	46730	
10473	9775	10114	10478	10123	10329	46066	46678	
10285	9878	10227	10434	10530	10236	46363	46827	
10516	9860	10129	10571	10320	10504	46234	47052	
10578	9948	10240	10485	10569	10398	46470	47140	
10413	9828	10312	10431	10412	10337	46821	47510	
10212	9768	10199	10413	10313	10494	46082	47201	
10140	9850	10081	10255	10147	10363	46112	46637	
10419	9890	10102	10412	10430	10432	45905	46849	
10389	9926	10230	10567	10509	10343	46385	47475	
10513	10034	10238	10559	10563	10523	46599	47400	
10322	10039	10198	10468	10535	10315	46249	47142	
10413	9864	10295	10476	10311	10292	46225	46761	
10264	9833	9940	10314	10354	10290	46087	47152	
10336	9895	10122	10341	10337	10299	46585	46968	
10382	10041	10347	10453	10383	10459	46666	46965	
10681	10095	10369	10447	10344	10434	47011	47077	
10276	9824	10210	10323	10408	10488	46480	46988	
10359	9933	9881	10357	10185	10480	46321	46553	
10297	9764	10137	10168	10226	10438	46298	46312	
10413	9858	10134	10486	10340	10366	46074	46545	
10333	9780	10180	10304	10332	10434	46496	47123	
10494	10039	10220	10457	10343	10524	46397	46766	
10369	9931	10284	10458	10204	10537	46436	47129	
10373	9917	10228	10487	10330	10372	46221	46744	
10278	9977	10253	10176	10135	10276	46162	46819	
10430	9766	10114	10337	10394	10551	46604	46975	
10267	9946	10392	10429	10351	10408	46440	47259	
10605	9912	10151	10530	10389	10408	46886	47027	
10392	9807	10299	10456	10345	10496	46244	46476	
10300	9850	10175	10270	10303	10473	46455	46870	
10338	9845	10203	10345	10369	10310	46351	46573	
10560	9910	10193	10410	10356	10245	45849	46484	
10605	9791	10261	10422	10459	10453	46245	46778	
10514	9910	10253	10412	10356	10334	46368	47065	
10569	9992	10429	10441	10305	10456	46542	46726	
10332	9927	10212	10559	10304	10410	46004	47033	
10519	9847	10114	10345	10360	10279	46294	47017	
10456	9776	10126	10420	10338	10480	46541	47176	
10276	9997	10153	10299	10364	10317	46364	46920	
10260	9924	10192	10558	10340	10312	46149	46857	
10322	9840	10107	10513	10431	10491	46302	47106	
10217	9872	10259	10436	10290	10534	46365	47241	
10387	10098	10064	10601	10488	10397	46686	47355	
10249	9907	10459	10649	10496	10396	46343	47009	
10303	9836	10390	10386	10457	10374	46448	46805	
10259	9897	10166	10449	10449	10296	46173	46779	
10423	9874	10305	10578	10348	10448	46227	46854	
10272	10024	10210	10475	10412	10392	46216	47278	
10528	10036	10265	10588	10376	10314	46380	47338	
10416	9894	10171	10602	10208	10524	46274	47096	
10429	9893	10355	10305	10143	10367	46114	46778	
10334	9804	10143	10441	10255	10368	46454	46694	
10464	9897	10257	10415	10312	10459	46671	46922	
10456	9907	10178	10387	10513	10585	46412	46870	
10650	9949	10099	10489	10344	10393	46734	47246	
10476	9852	10192	10363	10385	10299	45912	47222	
10174	9967	10302	10525	10164	10124	46094	46582	
10333	9859	10302	10298	10267	10433	46475	46999	
10564	9901	10267	10388	10184	10310	46575	47041	
10339	10130	10273	10520	10457	10557	46812	47307	
10282	9847	10373	10509	10333	10408	46224	46650	
10209	9832	10159	10238	10145	10302	46412	46988	
10678	9920	10099	10207	10353	10441	46155	46599	
10229	9796	10123	10493	10373	10442	46620	47073	
10454	10029	10405	10435	10426	10347	46597	47487	
10290	9982	10288	10659	10324	10436	46848	47704	
10442	9931	10283	10420	10336	10609	46529	46741	
10545	9917	10155	10300	10342	10173	45884	46471	
10337	9986	10016	10380	10401	10383	46032	46880	
10410	9598	10241	10404	10345	10584	46452	46903	
10446	9980	10379	10468	10387	10457	46659	47106	
10468	9987	10266	10495	10467	10446	46437	47365	
10379	9836	10221	10451	10447	10322	46200	47104	
10330	9919	10000	10302	10461	10354	45948	46564	
10233	10084	10091	10316	10180	10493	46295	46798	
10393	10032	10234	10608	10242	10305	46806	46938	
10495	9920	10238	10537	10339	10609	46284	47113	
10431	9811	10270	10456	10460	10260	46266	47052	
10398	9972	10183	10667	10501	10280	46651	47100	
10066	9728	10226	10226	10278	10422	46693	46826	
10241	9721	10177	10423	10568	10340	46274	46864	
10390	9833	10321	10557	10427	10504	46430	46973	
10486	10082	10244	10350	10290	10534	46396	47249	
10371	9961	10207	10400	10305	10612	46370	47206	
10199	9966	10164	10307	10141	10493	46569	46811	
10357	9836	10322	10492	10428	10640	46471	46820	
10454	9890	10251	10728	10525	10270	46088	46811	
10301	9864	10073	10238	10344	10355	46053	46858	
10318	10086	10206	10327	10313	10557	46292	47067	
10704	9777	10302	10412	10433	10660	46056	47446	
10435	9916	10229	10507	10413	10458	46909	46993	
10508	9789	10333	10540	10291	10353	46692	46963	
10284	9751	10165	10624	10168	10509	46604	47005	
10245	9868	10130	10257	10398	10513	46531	46893	
10119	9930	10221	10356	10423	10418	46337	47331	
10257	10051	10288	10508	10425	10425	46744	46866	
10415	9867	10305	10455	10429	10563	46736	47357	
10626	9956	10267	10363	10479	10432	46726	46538	
10272	9925	10153	10618	10358	10404	46048	46982	
10529	9812	10115	10491	10298	10455	46418	46637	
10372	9842	10194	10384	10459	10450	46276	46755	
10274	9950	10230	10456	10204	10515	46594	47100	
10348	10055	10269	10501	10503	10512	46365	47334	
10454	9779	10130	10374	10310	10365	46355	47034	
10367	9817	10221	10424	10498	10386	46152	46768	
10420	9890	10185	10455	10252	10349	46259	47201	
10390	9957	10064	10466	10414	10411	46572	47119	
10208	9845	10291	10447	10253	10416	46641	46939	
10544	9873	10330	10488	10417	10333	46554	47034	
10452	9864	10408	10495	10467	10411	46434	46533	
10570	9914	10287	10587	10454	10467	46654	47366	
10534	9942	10185	10489	10360	10264	46507	47196	
277	283	232	244	267	293	1258	1199	
0	0	0	0	0	0	0	0	
