7996	6790	
8220	6950	
8311	6938	
8413	7019	
8260	7037	
8304	6899	
8502	7094	
8321	6914	
8200	7068	
8410	7094	
8454	7138	
8202	7247	
8477	7261	
8497	7071	
8427	7008	
8457	7183	
8462	7153	
8471	7324	
8427	7011	
8471	7166	
8517	7080	
8343	7060	
8571	7406	
8542	7344	
8618	7458	
8594	7194	
8589	7165	
8532	7368	
8653	7336	
8813	7387	
8515	7426	
8617	7379	
8635	7420	
8764	7357	
8585	7481	
8526	7406	
8891	7626	
8811	7251	
8783	7587	
8675	7465	
8830	7529	
8633	7518	
8799	7606	
8691	7668	
8838	7577	
8758	7507	
8724	7496	
8663	7549	
8854	7583	
8837	7553	
8810	7589	
8886	7529	
8829	7748	
8962	7295	
8744	7509	
8614	7505	
8913	7642	
8656	7560	
8761	7467	
8693	7430	
8861	7467	
8737	7453	
8831	7472	
8727	7558	
8585	7555	
8563	7407	
8693	7272	
8573	7451	
8645	7390	
8636	7461	
8463	7259	
8711	7490	
8723	7230	
8558	7331	
8521	7107	
8651	7285	
8679	7054	
8493	7257	
8518	7197	
8357	7021	
8462	7154	
8510	7127	
8237	7105	
8399	7128	
8336	7184	
8395	7154	
8371	6887	
8192	6944	
8403	6916	
8087	6986	
8199	6943	
8320	6891	
8305	6997	
8213	6845	
8016	6915	
8156	7035	
8185	6691	
8204	6830	
8175	6880	
8322	6820	
8206	6794	
8058	6713	
7972	6837	
8204	6885	
8166	6805	
8015	6821	
8094	6809	
8182	6811	
8064	6842	
8141	6778	
8268	6768	
8281	6773	
8101	6769	
8117	6808	
8289	6768	
8220	6678	
8135	6819	
8307	6748	
8046	6840	
8189	6851	
8232	6872	
8371	6881	
8347	7080	
8170	6651	
8303	6777	
8219	6867	
8165	6852	
8350	7016	
8315	7032	
8164	6937	
400	327	
0	0	
