#PicoHarp 300  Histogram Data			09.05.2020 18:56:00
#channels per curve
65536
#display curve no.
0	1	
#memory block no.
0	1	
#ns/channel
0,2560	0,2560	
#counts
19575	17694	
20255	18147	
20072	17810	
19936	18150	
20258	18035	
20519	17713	
20376	17864	
20409	17966	
20452	17702	
20375	17618	
20321	17877	
20398	17573	
20295	17692	
20393	17754	
20697	17595	
20376	17739	
20681	17651	
20961	17458	
20695	17628	
20473	17248	
20532	17351	
20727	17158	
20951	17371	
20716	17584	
21066	17528	
20804	17297	
20613	17363	
20807	17147	
21054	17243	
20990	17196	
20734	17410	
20803	16988	
21129	17281	
21052	17339	
21037	17019	
21140	17117	
21162	17158	
21037	17056	
21016	17282	
21157	17121	
20990	16981	
21291	17209	
21027	17101	
21267	16990	
21243	17420	
21338	17278	
21224	17094	
21107	17279	
21315	17232	
21208	17083	
21214	16952	
21272	17111	
21383	17167	
21240	17442	
21183	17268	
21055	17466	
21095	17272	
21449	17132	
21083	17262	
21181	17297	
21124	17069	
20783	17122	
21123	17367	
20784	17362	
20832	17255	
21253	17242	
21082	17427	
21185	17398	
20903	17772	
20761	17500	
21011	17472	
20784	17244	
21069	17722	
20876	17543	
20479	17617	
21027	17641	
20691	17712	
20722	17745	
20599	17848	
20806	17662	
20372	17574	
20288	17710	
20501	17799	
20602	17690	
20477	17966	
20249	17867	
20218	17822	
20461	17800	
20250	17935	
20097	17831	
20234	17966	
20009	17888	
20253	18229	
19763	18211	
19832	18111	
20185	18196	
19782	18209	
19780	18094	
19890	17947	
19900	18329	
19919	17988	
20065	18271	
19670	17956	
19854	17941	
19605	18060	
19825	18127	
19717	18091	
19846	18514	
19721	18362	
19953	18370	
19885	18324	
19897	18296	
19633	18049	
19873	18454	
19951	18296	
19883	18343	
19507	18298	
19847	18383	
19743	17913	
19790	18221	
19834	18164	
20308	18396	
20055	18482	
19655	18163	
19847	18104	
19939	18232	
20064	18064	
20146	17982	
20159	17968	
20042	18123	
996	855	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
