  -5.6501381e-04  -5.0000000e-01
  -5.6159484e-04  -4.9402188e-01
  -5.5817586e-04  -4.8816658e-01
  -5.5475688e-04  -4.8243410e-01
  -5.5133790e-04  -4.7682445e-01
  -5.4791893e-04  -4.7133763e-01
  -5.4449995e-04  -4.6597364e-01
  -5.4108097e-04  -4.6073246e-01
  -5.3766199e-04  -4.5561412e-01
  -5.3400764e-04  -4.5024020e-01
  -5.3035328e-04  -4.4495764e-01
  -5.2669893e-04  -4.3976644e-01
  -5.2304458e-04  -4.3466660e-01
  -5.1939022e-04  -4.2965811e-01
  -5.1573587e-04  -4.2474098e-01
  -5.1208151e-04  -4.1991522e-01
  -5.0842716e-04  -4.1518080e-01
  -5.0441278e-04  -4.1006249e-01
  -5.0039841e-04  -4.0501934e-01
  -4.9638404e-04  -4.0005137e-01
  -4.9236966e-04  -3.9515857e-01
  -4.8835529e-04  -3.9034095e-01
  -4.8434091e-04  -3.8559850e-01
  -4.8032654e-04  -3.8093122e-01
  -4.7631216e-04  -3.7633912e-01
  -4.7190230e-04  -3.7136360e-01
  -4.6749244e-04  -3.6645161e-01
  -4.6308257e-04  -3.6160315e-01
  -4.5867271e-04  -3.5681821e-01
  -4.5426285e-04  -3.5209680e-01
  -4.4985299e-04  -3.4743891e-01
  -4.4544312e-04  -3.4284455e-01
  -4.4103326e-04  -3.3831371e-01
  -4.3618895e-04  -3.3339578e-01
  -4.3134463e-04  -3.2853255e-01
  -4.2650032e-04  -3.2372403e-01
  -4.2165600e-04  -3.1897021e-01
  -4.1681169e-04  -3.1427109e-01
  -4.1196737e-04  -3.0962668e-01
  -4.0712306e-04  -3.0503697e-01
  -4.0227875e-04  -3.0050196e-01
  -3.9695718e-04  -2.9557194e-01
  -3.9163561e-04  -2.9068960e-01
  -3.8631404e-04  -2.8585496e-01
  -3.8099248e-04  -2.8106800e-01
  -3.7567091e-04  -2.7632872e-01
  -3.7034934e-04  -2.7163714e-01
  -3.6502778e-04  -2.6699323e-01
  -3.5970621e-04  -2.6239702e-01
  -3.5386037e-04  -2.5739352e-01
  -3.4801453e-04  -2.5243177e-01
  -3.4216869e-04  -2.4751177e-01
  -3.3632286e-04  -2.4263352e-01
  -3.3047702e-04  -2.3779701e-01
