1657	2582	
1702	2501	
1645	2560	
1756	2607	
1660	2377	
1755	2502	
1687	2358	
1847	2375	
1720	2332	
1839	2398	
1816	2168	
1797	2194	
1840	2122	
1901	2062	
1869	2045	
1929	2028	
1947	2039	
1994	1817	
1893	1863	
1904	1866	
1962	1764	
2005	1732	
1966	1692	
1945	1634	
1974	1620	
2040	1566	
2069	1532	
2117	1548	
2083	1511	
2126	1425	
2065	1397	
2077	1382	
2186	1329	
2232	1378	
2230	1307	
2134	1315	
2157	1284	
2212	1283	
2203	1334	
2197	1314	
2248	1241	
2224	1319	
2311	1279	
2260	1312	
2239	1278	
2217	1263	
2236	1249	
2289	1278	
2280	1300	
2338	1300	
2308	1324	
2318	1331	
2325	1331	
2306	1342	
2299	1448	
2321	1386	
2236	1444	
2256	1427	
2268	1502	
2263	1433	
2326	1536	
2205	1549	
2263	1443	
2198	1556	
2159	1576	
2165	1568	
2246	1662	
2089	1688	
2196	1608	
2064	1708	
2125	1760	
2086	1759	
2212	1737	
2066	1820	
2066	1833	
2005	1803	
2033	1841	
2000	1899	
1972	1891	
1959	1873	
1968	2003	
1847	1947	
1903	2037	
1949	2050	
1786	2128	
1734	2037	
1820	2000	
1767	2127	
1651	2188	
1734	2220	
1779	2232	
1728	2252	
1651	2371	
1606	2351	
1643	2372	
1644	2307	
1655	2388	
1595	2439	
1617	2469	
1546	2502	
1557	2533	
1564	2589	
1499	2598	
1525	2609	
1562	2533	
1452	2599	
1557	2625	
1491	2739	
1483	2670	
1474	2685	
1530	2698	
1556	2761	
1518	2725	
1513	2845	
1576	2827	
1589	2700	
1573	2766	
1638	2763	
1568	2752	
1598	2788	
1542	2858	
1505	2763	
1621	2698	
1529	2737	
1604	2727	
1587	2694	
1582	2706	
1526	2638	
1647	2569	
1677	2656	
47	77	
0	0	
