  -3.0009599e-04   7.9402516e+02
  -2.9367423e-04   7.8836955e+02
  -2.8725247e-04   7.8271394e+02
  -2.8083071e-04   7.7705833e+02
  -2.7440895e-04   7.7140272e+02
  -2.6798719e-04   7.6574711e+02
  -2.6156543e-04   7.6009150e+02
  -2.5451102e-04   7.5516464e+02
  -2.4745660e-04   7.5078741e+02
  -2.4040218e-04   7.4641019e+02
  -2.3334776e-04   7.4203296e+02
  -2.2629334e-04   7.3765573e+02
  -2.1923892e-04   7.3327850e+02
  -2.1218450e-04   7.2890127e+02
  -2.0513009e-04   7.2452404e+02
  -1.9738068e-04   7.2077363e+02
  -1.8963127e-04   7.1757004e+02
  -1.8188187e-04   7.1436644e+02
  -1.7413246e-04   7.1116285e+02
  -1.6638305e-04   7.0795925e+02
  -1.5863365e-04   7.0475565e+02
  -1.5088424e-04   7.0155206e+02
  -1.4313483e-04   6.9834846e+02
  -1.3462197e-04   6.9572589e+02
  -1.2610910e-04   6.9370131e+02
  -1.1759624e-04   6.9167674e+02
  -1.0908338e-04   6.8965216e+02
  -1.0057051e-04   6.8762758e+02
  -9.2057648e-05   6.8560301e+02
  -8.3544784e-05   6.8357843e+02
  -7.5031920e-05   6.8155385e+02
  -6.5652930e-05   6.7995928e+02
  -5.6273940e-05   6.7924423e+02
  -4.6894950e-05   6.7852918e+02
  -3.7515960e-05   6.7781414e+02
  -2.8136970e-05   6.7709909e+02
  -1.8757980e-05   6.7638404e+02
  -9.3789900e-06   6.7566900e+02
  -0.0000000e+00   6.7495395e+02
   0.0000000e+00   6.7495395e+02
   9.3789900e-06   6.7566900e+02
   1.8757980e-05   6.7638404e+02
   2.8136970e-05   6.7709909e+02
   3.7515960e-05   6.7781414e+02
   4.6894950e-05   6.7852918e+02
   5.6273940e-05   6.7924423e+02
   6.5652930e-05   6.7995928e+02
   7.5031920e-05   6.8155385e+02
   8.3544784e-05   6.8357843e+02
   9.2057648e-05   6.8560301e+02
   1.0057051e-04   6.8762758e+02
   1.0908338e-04   6.8965216e+02
   1.1759624e-04   6.9167674e+02
   1.2610910e-04   6.9370131e+02
   1.3462197e-04   6.9572589e+02
   1.4313483e-04   6.9834846e+02
   1.5088424e-04   7.0155206e+02
   1.5863365e-04   7.0475565e+02
   1.6638305e-04   7.0795925e+02
   1.7413246e-04   7.1116285e+02
   1.8188187e-04   7.1436644e+02
   1.8963127e-04   7.1757004e+02
   1.9738068e-04   7.2077363e+02
   2.0513009e-04   7.2452404e+02
   2.1218450e-04   7.2890127e+02
   2.1923892e-04   7.3327850e+02
   2.2629334e-04   7.3765573e+02
   2.3334776e-04   7.4203296e+02
   2.4040218e-04   7.4641019e+02
   2.4745660e-04   7.5078741e+02
   2.5451102e-04   7.5516464e+02
   2.6156543e-04   7.6009150e+02
   2.6798719e-04   7.6574711e+02
   2.7440895e-04   7.7140272e+02
   2.8083071e-04   7.7705833e+02
   2.8725247e-04   7.8271394e+02
   2.9367423e-04   7.8836955e+02
   3.0009599e-04   7.9402516e+02
   3.0651775e-04   7.9968078e+02
   3.1293951e-04   8.0591814e+02
   3.1878534e-04   8.1305947e+02
   3.2463118e-04   8.2020080e+02
   3.3047702e-04   8.2734212e+02
   3.3632286e-04   8.3448345e+02
   3.4216869e-04   8.4162477e+02
   3.4801453e-04   8.4876610e+02
   3.5386037e-04   8.5590742e+02
   3.5970621e-04   8.6369576e+02
   3.6502778e-04   8.7265672e+02
   3.7034934e-04   8.8161769e+02
   3.7567091e-04   8.9057865e+02
   3.8099248e-04   8.9953962e+02
   3.8631404e-04   9.0850058e+02
   3.9163561e-04   9.1746155e+02
   3.9695718e-04   9.2642251e+02
   4.0227875e-04   9.3615053e+02
   4.0712306e-04   9.4744283e+02
   4.1196737e-04   9.5873512e+02
   4.1681169e-04   9.7002742e+02
   4.2165600e-04   9.8131972e+02
   4.2650032e-04   9.9261202e+02
   4.3134463e-04   1.0039043e+03
   4.3618895e-04   1.0151966e+03
   4.4103326e-04   1.0274323e+03
   4.4544312e-04   1.0418377e+03
   4.4985299e-04   1.0562431e+03
   4.5426285e-04   1.0706484e+03
   4.5867271e-04   1.0850538e+03
   4.6308257e-04   1.0994591e+03
   4.6749244e-04   1.1138645e+03
   4.7190230e-04   1.1282698e+03
   4.7631216e-04   1.1439152e+03
   4.8032654e-04   1.1626413e+03
   4.8434091e-04   1.1813673e+03
   4.8835529e-04   1.2000934e+03
   4.9236966e-04   1.2188195e+03
   4.9638404e-04   1.2375455e+03
   5.0039841e-04   1.2562716e+03
   5.0441278e-04   1.2749976e+03
   5.0842716e-04   1.2955535e+03
   5.1208151e-04   1.3205532e+03
   5.1573587e-04   1.3455530e+03
   5.1939022e-04   1.3705528e+03
   5.2304458e-04   1.3955526e+03
   5.2669893e-04   1.4205523e+03
   5.3035328e-04   1.4455521e+03
   5.3400764e-04   1.4705519e+03
   5.3766199e-04   1.4970398e+03
   5.4108097e-04   1.5329644e+03
   5.4449995e-04   1.5688891e+03
   5.4791893e-04   1.6048137e+03
   5.5133790e-04   1.6407384e+03
   5.5475688e-04   1.6766630e+03
   5.5817586e-04   1.7125877e+03
   5.6159484e-04   1.7485123e+03
