  -5.6159484e-04   1.7485123e+03
  -5.5817586e-04   1.7125877e+03
  -5.5475688e-04   1.6766630e+03
  -5.5133790e-04   1.6407384e+03
  -5.4791893e-04   1.6048137e+03
  -5.4449995e-04   1.5688891e+03
  -5.4108097e-04   1.5329644e+03
  -5.3766199e-04   1.4970398e+03
  -5.3400764e-04   1.4705519e+03
  -5.3035328e-04   1.4455521e+03
  -5.2669893e-04   1.4205523e+03
  -5.2304458e-04   1.3955526e+03
  -5.1939022e-04   1.3705528e+03
  -5.1573587e-04   1.3455530e+03
  -5.1208151e-04   1.3205532e+03
  -5.0842716e-04   1.2955535e+03
  -5.0441278e-04   1.2749976e+03
  -5.0039841e-04   1.2562716e+03
  -4.9638404e-04   1.2375455e+03
  -4.9236966e-04   1.2188195e+03
  -4.8835529e-04   1.2000934e+03
  -4.8434091e-04   1.1813673e+03
  -4.8032654e-04   1.1626413e+03
  -4.7631216e-04   1.1439152e+03
  -4.7190230e-04   1.1282698e+03
  -4.6749244e-04   1.1138645e+03
  -4.6308257e-04   1.0994591e+03
  -4.5867271e-04   1.0850538e+03
  -4.5426285e-04   1.0706484e+03
  -4.4985299e-04   1.0562431e+03
  -4.4544312e-04   1.0418377e+03
  -4.4103326e-04   1.0274323e+03
  -4.3618895e-04   1.0151966e+03
  -4.3134463e-04   1.0039043e+03
  -4.2650032e-04   9.9261202e+02
  -4.2165600e-04   9.8131972e+02
  -4.1681169e-04   9.7002742e+02
  -4.1196737e-04   9.5873512e+02
  -4.0712306e-04   9.4744283e+02
  -4.0227875e-04   9.3615053e+02
  -3.9695718e-04   9.2642251e+02
  -3.9163561e-04   9.1746155e+02
  -3.8631404e-04   9.0850058e+02
  -3.8099248e-04   8.9953962e+02
  -3.7567091e-04   8.9057865e+02
  -3.7034934e-04   8.8161769e+02
  -3.6502778e-04   8.7265672e+02
  -3.5970621e-04   8.6369576e+02
  -3.5386037e-04   8.5590742e+02
  -3.4801453e-04   8.4876610e+02
  -3.4216869e-04   8.4162477e+02
  -3.3632286e-04   8.3448345e+02
  -3.3047702e-04   8.2734212e+02
  -3.2463118e-04   8.2020080e+02
  -3.1878534e-04   8.1305947e+02
  -3.1293951e-04   8.0591814e+02
  -3.0651775e-04   7.9968078e+02
