1971	1938	
2028	2007	
1989	2037	
1993	2003	
2023	2137	
1980	1995	
1919	1967	
1987	1966	
1988	1970	
1967	1961	
1970	2018	
2018	2021	
2023	1969	
2021	1975	
1994	1991	
2064	1981	
1899	2008	
1951	2026	
2006	1925	
1925	1921	
2005	1933	
2009	2082	
2015	1885	
1942	2001	
1925	1957	
1958	1965	
1940	1962	
1891	1898	
1900	1946	
1913	1922	
1905	1938	
1945	1985	
1976	1958	
1898	1898	
2001	1942	
1879	1925	
1868	1966	
1987	1855	
1945	2043	
1951	1967	
2003	1921	
1999	1972	
1938	1949	
1960	1973	
1969	1967	
1922	1893	
1961	1936	
1972	1993	
1966	1927	
1963	1960	
1973	2027	
1923	1985	
1987	1949	
1994	1977	
1917	1916	
1974	1929	
2037	1866	
2012	1884	
1948	2018	
1931	1903	
2015	1986	
2096	1986	
2031	1989	
1916	1955	
2052	2049	
2068	1983	
2020	1995	
2006	1967	
1940	1940	
2015	2011	
1977	1976	
2026	2008	
1954	2031	
1986	2019	
1952	1943	
1970	1966	
1983	1918	
1968	1905	
2036	2022	
2094	2050	
1954	2052	
1950	2119	
2053	2049	
2010	1986	
1925	2005	
1977	1943	
1926	1991	
1949	2075	
1883	2083	
1996	1978	
1982	1981	
1885	2062	
2002	1966	
2015	2042	
1994	1977	
2034	2026	
1922	1916	
2030	2039	
1961	1914	
1946	2124	
1974	2075	
1979	1909	
1986	1993	
1888	2022	
1935	2007	
1877	1970	
1986	2014	
1937	2054	
1932	2037	
1939	2007	
1934	1961	
1944	2005	
1917	2085	
1932	2070	
1930	1994	
1899	2058	
1901	1983	
1942	2003	
2039	2051	
1963	2053	
2026	2037	
1978	1941	
1916	1960	
2009	2015	
2009	1979	
2013	2063	
1982	2006	
2049	2007	
1974	1971	
1933	2036	
59	49	
0	0	
