1971	1938	1970	1982	2013	1970	10064	9662	
2028	2007	2141	1992	1958	1997	10097	9747	
1989	2037	2063	1972	1945	2038	10171	9929	
1993	2003	2005	2011	2022	2024	9929	9899	
2023	2137	1990	2039	2029	1985	9978	9992	
1980	1995	1987	1988	2009	2060	10239	9738	
1919	1967	2004	2026	2000	2065	9836	9991	
1987	1966	1945	2069	1973	2064	10074	9894	
1988	1970	2025	2005	1976	2017	10125	9919	
1967	1961	2051	2016	2069	2074	9976	10013	
1970	2018	2021	1978	1979	2096	9992	9827	
2018	2021	1983	1946	2065	1974	9972	10071	
2023	1969	1972	1981	1950	1975	9890	9854	
2021	1975	2000	2036	2042	2033	9944	9765	
1994	1991	2025	2012	1981	2030	10033	9976	
2064	1981	2075	2098	2018	1993	10119	9891	
1899	2008	2033	2011	1994	2025	10176	10096	
1951	2026	1972	1957	2057	1964	9983	9789	
2006	1925	1903	1890	1906	2001	9953	9886	
1925	1921	1972	1905	1961	2001	10065	9713	
2005	1933	1983	1935	1980	1983	9959	9883	
2009	2082	2047	2005	1961	2003	9932	10088	
2015	1885	1962	1968	1941	1962	10115	10016	
1942	2001	1988	1948	1919	2034	10019	9986	
1925	1957	1984	1918	1921	1979	9903	9783	
1958	1965	1903	2034	1923	1931	9957	9762	
1940	1962	1954	1991	1959	2030	9948	9910	
1891	1898	1887	2011	1957	1987	9949	10012	
1900	1946	1960	1953	1942	1966	10157	9897	
1913	1922	1971	1948	1891	2035	9959	9740	
1905	1938	2007	1920	1963	1915	9774	9804	
1945	1985	1950	1964	1923	2004	9949	9785	
1976	1958	2002	2026	1891	1913	10018	10050	
1898	1898	2014	1967	1859	1993	9906	9986	
2001	1942	1960	1977	1988	1963	9936	9875	
1879	1925	1934	1950	1968	1951	9774	9885	
1868	1966	1934	1953	1952	1977	9812	9911	
1987	1855	1963	1926	1893	1912	9843	9870	
1945	2043	2009	2001	1916	2019	9887	9827	
1951	1967	1960	1872	1966	1968	10007	9842	
2003	1921	1940	2001	1974	2012	9826	9868	
1999	1972	1961	1917	1955	1987	9961	9729	
1938	1949	1957	1936	1890	1962	9774	9770	
1960	1973	1897	1917	1956	1970	9752	10044	
1969	1967	1942	1953	1994	1925	9829	10039	
1922	1893	2028	1970	1953	2023	9760	9941	
1961	1936	1939	1939	1942	1932	10024	9802	
1972	1993	1990	1937	1962	2012	10126	9859	
1966	1927	1968	1945	2008	1995	10075	10024	
1963	1960	1969	2055	1955	2075	10088	9903	
1973	2027	1992	1985	1962	1958	10131	9901	
1923	1985	1948	1979	1980	1931	10055	9860	
1987	1949	1993	2004	1952	2022	9907	10095	
1994	1977	1969	2020	1928	1997	9948	9891	
1917	1916	2023	1916	2039	1973	10036	9991	
1974	1929	2024	1944	1988	1976	10106	9942	
2037	1866	1999	1972	2006	1997	10086	9975	
2012	1884	2000	1897	1973	2044	10030	10032	
1948	2018	2104	2014	2102	2041	10055	10026	
1931	1903	2026	2046	2015	1926	9959	9987	
2015	1986	1953	2016	1991	2071	10131	9929	
2096	1986	1993	1985	1957	2093	10236	10099	
2031	1989	1987	2070	1941	2049	10137	10022	
1916	1955	1956	2000	1950	2027	9970	9855	
2052	2049	2035	1909	2056	2100	10067	10073	
2068	1983	2036	2025	1983	2087	9966	9978	
2020	1995	2029	2012	2081	2001	10125	9987	
2006	1967	2002	2048	2016	1991	10048	9928	
1940	1940	1917	2038	2012	1959	9941	10068	
2015	2011	2059	2008	1975	2062	9983	9975	
1977	1976	2065	2023	1953	2021	10354	9791	
2026	2008	2057	2016	1953	2091	10038	10003	
1954	2031	2048	1984	1979	2030	10211	9990	
1986	2019	2113	2069	2080	1934	9955	9888	
1952	1943	1915	1991	2020	1982	9814	9936	
1970	1966	1995	2046	1991	1994	10110	10049	
1983	1918	2004	2009	1989	2064	10098	10008	
1968	1905	1941	2010	1969	2070	10098	10003	
2036	2022	1960	2051	2102	1956	10163	10023	
2094	2050	1991	2019	2042	2050	10089	10014	
1954	2052	2025	2043	1981	1932	9898	10156	
1950	2119	2005	1947	1920	2032	9869	9839	
2053	2049	1988	1946	2022	1970	9981	10004	
2010	1986	2075	2047	2030	1984	10235	9966	
1925	2005	1990	2008	1983	2026	10187	9799	
1977	1943	1994	2023	1982	1883	9683	9912	
1926	1991	2029	1989	1964	1947	10063	9817	
1949	2075	2007	1921	1967	1927	9990	9932	
1883	2083	2044	1927	1986	1947	10070	9840	
1996	1978	1953	2056	2010	1939	10036	9870	
1982	1981	1953	1961	2001	1965	9915	9950	
1885	2062	1965	2025	1994	1932	9849	9720	
2002	1966	1980	1983	1944	1998	9980	9864	
2015	2042	1941	2049	2036	2050	9919	9814	
1994	1977	2037	2021	1926	1936	9892	9862	
2034	2026	2046	2012	1993	2034	9978	9928	
1922	1916	1936	1962	2029	1952	10017	9949	
2030	2039	2061	2050	1940	1912	9925	9649	
1961	1914	2004	2005	1944	1960	9944	9893	
1946	2124	2027	1977	1932	1989	10072	9886	
1974	2075	1939	2033	2060	2044	9836	9857	
1979	1909	1986	2002	1991	2021	9941	9797	
1986	1993	2053	1977	1986	1987	9937	9829	
1888	2022	1947	2028	1992	1989	9883	9772	
1935	2007	2039	2047	2025	1977	10008	9767	
1877	1970	2027	1995	1951	1893	10106	9765	
1986	2014	2079	1985	2006	1942	10096	9742	
1937	2054	2054	1991	2049	2018	9788	9778	
1932	2037	1992	1978	2023	1917	10127	9723	
1939	2007	2001	2035	2042	1964	10012	9909	
1934	1961	2080	1956	2075	1954	9921	9852	
1944	2005	1995	2004	1976	2016	10209	9791	
1917	2085	2040	1976	1974	1992	10116	9849	
1932	2070	2091	2035	2017	2017	10037	10026	
1930	1994	2016	1945	2050	2045	10104	9858	
1899	2058	2064	2004	1959	1915	10145	9936	
1901	1983	2060	1983	1940	1998	10134	9764	
1942	2003	1994	2014	1909	2037	9984	9628	
2039	2051	1989	1995	1969	1944	10062	9814	
1963	2053	2069	2047	1995	1984	9928	9982	
2026	2037	2086	2043	2047	1951	10090	9874	
1978	1941	2083	2082	1982	1993	10094	9977	
1916	1960	1989	1957	1886	2010	10032	10110	
2009	2015	1982	1994	1988	1999	9915	9913	
2009	1979	2014	1977	1950	2015	10039	9846	
2013	2063	2019	2052	2008	1970	10090	9788	
1982	2006	1958	2054	1970	2021	10101	9950	
2049	2007	2034	2014	1943	1976	10179	9915	
1974	1971	2056	2056	1998	2030	9897	9641	
1933	2036	2000	2011	2005	1968	10071	9906	
59	49	51	64	71	54	267	256	
0	0	0	0	0	0	0	0	
